sensor_14,sensor_11,sensor_16,sensor_17,sensor_9,sensor_3,sensor_15,sensor_4
8078.38,41.69,0.02,334,8360.18,1363.3,9.3015,1134.5
8141.67,45.3,0.03,368,8791.37,1502.6,8.6577,1303.31
8073.83,41.85,0.02,332,8361.39,1360.63,9.3077,1122.97
7880.27,36.63,0.02,306,8021.34,1263.41,10.8829,1047.38
8076.33,44.2,0.02,363,8734.66,1484.17,9.227,1251.85
8151.45,47.34,0.03,392,9067.32,1590.56,8.3994,1407.8
7879.73,36.68,0.02,307,8019.84,1254.78,10.8992,1054.98
7883.93,36.61,0.02,307,8021.55,1258.98,10.8685,1041.47
8098.75,42.04,0.02,331,8335.51,1357.37,9.3685,1111.77
8077.16,41.81,0.02,334,8356.38,1369.48,9.2993,1130.49
8096.76,42.09,0.02,330,8330.67,1349.92,9.3748,1121.86
8074.44,44.44,0.02,365,8729.46,1483.01,9.2079,1243.67
8094.09,42.0,0.02,331,8326.42,1347.64,9.3492,1124.54
8150.04,47.35,0.03,393,9077.52,1593.58,8.3998,1400.47
8079.1,41.94,0.02,334,8360.73,1364.1,9.3343,1131.38
8082.7,41.89,0.02,335,8357.34,1365.37,9.334,1131.73
7879.72,36.7,0.02,307,8020.06,1262.62,10.9454,1043.52
7881.59,36.7,0.02,309,8024.89,1261.64,10.8736,1043.55
8146.43,47.36,0.03,392,9070.48,1586.52,8.4279,1400.76
7879.22,36.82,0.02,308,8020.97,1261.46,10.8566,1054.05
8073.08,41.9,0.02,335,8355.35,1363.24,9.282,1125.43
8072.09,44.27,0.02,365,8735.25,1479.23,9.1969,1253.19
8144.87,47.49,0.03,393,9065.11,1591.99,8.3999,1397.33
8090.44,41.97,0.02,331,8331.84,1351.19,9.3594,1117.8
8138.86,45.34,0.03,370,8786.77,1500.42,8.6596,1305.32
8098.87,42.02,0.02,330,8328.08,1347.22,9.3635,1127.44
8076.31,41.89,0.02,333,8356.38,1363.88,9.3216,1125.65
8099.8,41.79,0.02,328,8335.9,1352.1,9.3577,1118.09
8140.82,45.34,0.03,368,8788.47,1504.99,8.6449,1304.13
8093.33,42.05,0.02,331,8334.62,1347.72,9.3483,1128.2
8071.78,44.15,0.02,366,8736.24,1488.15,9.2333,1249.37
8073.11,44.33,0.02,364,8730.37,1478.94,9.1961,1246.45
7880.18,36.73,0.02,306,8010.76,1260.71,10.9102,1043.44
8090.09,42.18,0.02,330,8330.65,1351.89,9.33,1127.53
8138.49,47.37,0.03,392,9064.24,1583.61,8.4233,1406.72
8088.16,42.01,0.02,330,8339.16,1361.55,9.3599,1123.59
8069.52,44.43,0.02,364,8734.02,1488.38,9.2342,1240.82
8142.9,47.35,0.03,393,9065.49,1591.84,8.4455,1407.69
7881.57,36.65,0.02,307,8017.23,1262.28,10.9233,1052.75
8090.36,42.12,0.02,331,8330.25,1348.73,9.3672,1123.08
8147.59,47.52,0.03,394,9063.52,1591.62,8.4288,1411.08
8093.18,42.05,0.02,330,8330.02,1357.78,9.3611,1124.11
8070.47,44.17,0.02,365,8728.31,1481.03,9.2024,1250.63
7880.17,36.7,0.02,309,8020.08,1263.04,10.9214,1048.24
8079.79,42.03,0.02,335,8355.75,1368.02,9.3371,1127.03
8087.25,41.94,0.02,330,8325.49,1350.48,9.3075,1131.34
8092.08,42.05,0.02,332,8324.6,1356.86,9.3827,1131.41
8069.21,41.85,0.02,335,8361.29,1373.97,9.3303,1135.07
8146.42,47.53,0.03,394,9066.66,1590.58,8.3773,1407.71
8093.1,42.18,0.02,330,8334.61,1349.85,9.3901,1124.26
7873.92,36.81,0.02,307,8015.64,1260.86,10.9037,1044.06
7881.01,36.69,0.02,307,8019.04,1258.5,10.9322,1044.81
8067.87,44.21,0.02,365,8728.23,1485.04,9.2243,1250.6
8137.26,45.49,0.03,369,8790.39,1499.29,8.6656,1313.87
8132.03,45.58,0.03,369,8792.71,1497.81,8.6384,1305.9
8072.9,44.56,0.02,365,8742.08,1481.96,9.2147,1251.26
8074.97,41.77,0.02,334,8351.16,1371.23,9.3281,1132.24
7874.23,36.65,0.02,308,8019.17,1256.9,10.9384,1050.51
8086.99,42.25,0.02,331,8326.63,1350.04,9.354,1123.3
8135.96,45.47,0.03,368,8788.18,1500.97,8.6847,1308.57
8091.67,42.07,0.02,332,8326.9,1349.87,9.38,1125.1
8083.75,42.22,0.02,331,8326.16,1356.59,9.3412,1126.94
8138.82,45.45,0.03,369,8788.36,1506.36,8.6557,1314.92
8086.93,42.07,0.02,331,8328.34,1354.73,9.3899,1118.45
8078.95,41.9,0.02,335,8362.01,1366.63,9.3554,1132.48
8087.18,42.31,0.02,332,8323.83,1358.18,9.4092,1124.84
7879.24,36.83,0.02,307,8023.16,1266.33,10.8899,1049.41
8094.6,42.19,0.02,331,8330.39,1349.0,9.3541,1123.41
8089.53,42.32,0.02,333,8333.76,1352.48,9.3947,1125.45
8139.5,47.61,0.03,393,9076.4,1590.61,8.4843,1408.25
8075.36,41.97,0.02,334,8364.6,1365.83,9.323,1135.64
8083.96,42.11,0.02,330,8328.73,1355.25,9.3824,1121.2
8090.98,42.22,0.02,330,8330.04,1357.34,9.3545,1129.69
8070.2,42.16,0.02,335,8345.75,1363.83,9.3092,1125.47
8090.22,42.14,0.02,332,8320.25,1354.54,9.3504,1126.15
7875.32,36.99,0.02,308,8019.81,1269.97,10.9176,1054.71
8140.25,47.63,0.03,394,9059.29,1594.1,8.4838,1407.52
8092.96,42.28,0.02,331,8324.38,1353.25,9.4004,1126.61
8132.28,45.39,0.03,372,8784.51,1508.13,8.6381,1313.17
8144.51,47.78,0.03,393,9066.57,1588.92,8.4463,1420.53
8087.99,42.35,0.02,331,8329.78,1351.44,9.3874,1124.57
8138.76,47.67,0.03,394,9064.32,1599.16,8.4429,1412.05
8134.87,45.53,0.03,371,8785.51,1502.41,8.678,1314.21
8141.0,45.55,0.03,370,8789.42,1507.18,8.6944,1307.78
8125.97,45.66,0.03,370,8789.7,1506.07,8.6685,1309.19
8140.54,47.62,0.03,394,9064.05,1593.58,8.4333,1417.46
8139.34,47.67,0.03,394,9066.04,1595.03,8.484,1417.96
8134.17,45.63,0.03,372,8781.71,1505.33,8.6708,1309.04
8059.58,44.5,0.02,365,8734.59,1487.52,9.2749,1261.57
8064.55,44.8,0.03,365,8735.38,1483.52,9.2439,1254.64
8069.82,44.42,0.03,367,8732.14,1495.27,9.2907,1253.94
8082.98,42.39,0.02,331,8321.04,1358.54,9.4035,1129.52
7874.9,36.89,0.02,308,8014.9,1257.71,10.9052,1052.6
8131.05,45.63,0.03,371,8791.3,1507.72,8.7013,1317.32
8068.69,42.28,0.02,334,8348.72,1366.47,9.3469,1142.74
8084.37,42.19,0.02,331,8330.11,1360.61,9.3694,1127.02
8081.17,42.22,0.02,332,8326.24,1352.34,9.4301,1136.98
8139.62,47.71,0.03,394,9063.17,1589.62,8.4694,1418.68
8130.22,45.7,0.03,371,8788.23,1506.58,8.6625,1318.37
8088.03,42.31,0.02,332,8320.13,1362.51,9.3769,1137.06
8061.88,44.61,0.03,366,8733.56,1491.45,9.2963,1255.45
8135.93,47.81,0.03,396,9058.46,1594.27,8.4966,1412.23
8073.86,42.21,0.02,336,8347.13,1370.27,9.3641,1138.85
7872.06,36.82,0.02,310,8016.31,1265.27,10.9454,1052.13
8066.95,42.22,0.02,335,8349.18,1372.99,9.3581,1139.69
8083.78,42.35,0.02,332,8323.86,1356.21,9.4104,1133.02
8084.73,42.34,0.02,333,8323.97,1355.83,9.3971,1130.97
8132.96,45.71,0.03,372,8782.87,1515.75,8.7248,1323.98
7874.42,37.15,0.02,309,8016.24,1262.11,10.9823,1055.63
8084.93,42.51,0.02,333,8322.78,1363.21,9.4364,1134.58
7875.92,36.96,0.02,308,8008.3,1275.64,10.9745,1057.24
8128.14,45.96,0.03,372,8789.8,1500.04,8.7055,1319.2
7878.36,37.02,0.02,311,8012.63,1269.2,10.9701,1056.69
8069.99,42.35,0.02,336,8355.29,1378.69,9.3644,1143.17
8080.07,42.63,0.02,333,8321.54,1362.28,9.4349,1131.93
8136.93,47.66,0.03,394,9056.45,1591.87,8.5108,1422.35
8130.68,45.89,0.03,371,8777.49,1503.53,8.7407,1322.17
8083.42,42.63,0.02,332,8323.24,1362.93,9.4257,1142.24
8057.55,44.8,0.03,368,8716.95,1493.5,9.289,1271.35
8078.23,42.47,0.02,332,8313.66,1353.51,9.4176,1139.97
8121.73,46.02,0.03,372,8785.43,1513.4,8.7229,1322.05
8083.73,42.65,0.02,333,8331.88,1355.12,9.462,1143.52
8058.82,44.63,0.03,366,8721.84,1496.01,9.3009,1269.35
7874.13,37.01,0.02,311,8017.15,1269.35,10.9663,1057.6
8082.57,42.51,0.02,333,8317.52,1358.24,9.4501,1140.91
8056.84,42.44,0.02,336,8343.06,1379.59,9.4,1145.81
8130.71,48.12,0.03,395,9052.92,1599.26,8.5458,1422.38
8128.66,47.92,0.03,396,9052.59,1607.25,8.4848,1425.97
8080.33,42.61,0.02,333,8315.13,1362.27,9.4861,1144.06
7873.32,37.29,0.02,310,8008.55,1272.07,10.9792,1061.76
7874.58,37.28,0.02,310,8014.53,1265.5,11.0077,1061.82
8123.07,48.05,0.03,396,9049.28,1590.55,8.5129,1426.89
8127.51,48.2,0.03,397,9054.19,1607.07,8.4832,1427.35
8121.99,46.12,0.03,371,8772.69,1509.57,8.7237,1323.92
8056.38,45.04,0.03,368,8721.8,1497.68,9.2786,1270.01
8062.28,42.71,0.02,335,8346.4,1380.0,9.3687,1151.85
8054.55,45.16,0.03,367,8723.0,1498.59,9.3276,1275.09
8122.26,48.1,0.03,395,9056.64,1599.51,8.5547,1436.0
7881.93,36.72,0.02,307,8013.01,1263.1,10.8683,1046.39
8069.81,44.02,0.02,364,8740.29,1480.68,9.2067,1243.96
8094.18,42.1,0.02,330,8334.31,1349.3,9.3034,1121.11
8139.43,45.29,0.03,368,8787.63,1505.3,8.6447,1305.87
7886.46,36.53,0.02,308,8019.97,1256.8,10.8635,1048.65
8078.08,41.61,0.02,333,8366.4,1362.82,9.2924,1128.92
8143.43,45.2,0.03,368,8789.14,1502.18,8.63,1296.42
8096.59,41.94,0.02,330,8328.98,1356.1,9.3244,1125.33
8089.14,41.99,0.02,330,8330.16,1344.82,9.3751,1125.43
8146.26,45.33,0.03,369,8790.05,1489.73,8.6319,1306.99
8072.24,44.34,0.02,364,8739.92,1483.93,9.2197,1242.4
8080.29,41.77,0.02,332,8355.07,1361.05,9.3109,1129.09
7876.57,36.89,0.02,306,8020.88,1262.73,10.8338,1047.3
8151.44,47.4,0.03,394,9075.94,1582.18,8.4217,1407.71
8072.18,44.29,0.02,365,8739.11,1490.3,9.1879,1248.77
8095.84,41.76,0.02,329,8329.15,1345.18,9.323,1127.6
8093.44,41.99,0.02,332,8326.82,1351.82,9.3682,1122.39
8143.73,45.18,0.03,370,8785.16,1498.57,8.6704,1301.73
8076.47,44.22,0.02,364,8738.1,1475.82,9.1842,1252.68
7875.68,36.62,0.02,305,8022.13,1258.92,10.8687,1045.7
8075.66,41.79,0.02,333,8359.81,1362.4,9.263,1127.98
8141.37,45.29,0.03,368,8788.84,1504.15,8.6099,1307.15
8075.46,41.7,0.02,334,8364.23,1352.51,9.3129,1124.93
7882.26,36.55,0.02,308,8012.04,1258.5,10.8981,1048.47
8072.4,41.64,0.02,333,8356.38,1362.04,9.2534,1119.64
8140.1,45.31,0.03,367,8787.98,1489.99,8.6454,1307.15
7890.99,36.65,0.02,306,8019.36,1257.86,10.8582,1043.59
8138.83,45.28,0.03,368,8788.74,1499.71,8.6503,1311.95
8093.73,41.92,0.02,329,8327.56,1341.79,9.3411,1125.21
8069.62,44.29,0.02,365,8730.88,1481.39,9.2173,1241.37
8144.38,47.19,0.03,392,9064.05,1592.02,8.3868,1408.0
8081.88,41.84,0.02,333,8355.95,1356.89,9.3002,1117.35
8074.46,41.77,0.02,332,8362.5,1358.54,9.3176,1129.32
7879.72,36.72,0.02,306,8013.65,1260.15,10.9195,1048.69
8093.95,41.9,0.02,330,8334.1,1350.09,9.3569,1120.31
8082.88,41.57,0.02,334,8355.59,1373.45,9.2974,1126.29
8140.22,45.24,0.03,368,8776.56,1491.82,8.6346,1303.92
8149.25,46.98,0.03,391,9065.59,1585.3,8.4286,1398.89
7882.57,36.77,0.02,306,8011.9,1259.99,10.9132,1045.75
8068.53,44.27,0.02,365,8737.52,1479.3,9.2082,1246.37
8092.48,41.95,0.02,331,8333.22,1353.09,9.3658,1118.46
8077.04,41.87,0.02,335,8360.18,1364.22,9.3358,1133.26
8076.18,41.69,0.02,335,8352.79,1367.53,9.2775,1126.21
8137.59,45.17,0.03,369,8791.97,1501.99,8.661,1305.79
7879.17,36.72,0.02,307,8023.18,1264.41,10.9168,1047.19
8152.15,47.45,0.03,392,9063.81,1587.45,8.4211,1390.51
8070.2,44.35,0.02,366,8734.19,1481.0,9.2304,1245.73
8067.2,44.33,0.02,365,8738.32,1481.65,9.2116,1244.52
8076.79,41.94,0.02,332,8360.81,1365.6,9.2721,1128.82
8143.5,47.2,0.03,394,9065.17,1583.89,8.4241,1389.41
8145.3,47.48,0.03,392,9067.53,1590.35,8.402,1395.68
8072.04,44.18,0.02,365,8740.13,1486.15,9.1926,1245.1
8138.43,45.5,0.03,369,8788.77,1499.59,8.6548,1297.45
8072.99,44.21,0.02,365,8734.34,1485.46,9.1475,1243.04
8098.9,42.11,0.02,331,8334.24,1352.86,9.3278,1113.81
8146.79,47.21,0.03,391,9060.36,1590.25,8.3954,1399.26
8091.78,41.8,0.02,330,8330.13,1356.27,9.3347,1114.8
8095.1,41.85,0.02,331,8324.44,1350.73,9.3294,1121.34
8094.95,41.95,0.02,331,8325.14,1359.08,9.3279,1124.1
7881.53,36.64,0.02,306,8006.72,1254.65,10.877,1043.84
8077.04,41.71,0.02,333,8361.82,1365.76,9.3293,1131.45
8144.28,47.36,0.03,392,9064.56,1586.88,8.3967,1402.89
7880.43,36.69,0.02,307,8019.38,1267.74,10.8867,1040.24
7880.89,36.61,0.02,306,8013.4,1258.42,10.8423,1041.82
8079.76,41.74,0.02,333,8357.15,1364.63,9.3149,1127.35
8097.97,41.95,0.02,331,8328.95,1344.98,9.3544,1126.57
8089.59,41.76,0.02,330,8331.99,1351.45,9.355,1110.04
8141.2,47.38,0.03,391,9068.66,1589.24,8.4064,1398.03
8091.47,42.11,0.02,331,8328.09,1348.05,9.3284,1129.38
8075.98,41.88,0.02,333,8359.57,1365.35,9.287,1121.65
8138.49,45.24,0.03,368,8787.77,1496.15,8.6301,1305.22
8070.82,44.14,0.02,364,8728.41,1477.63,9.1659,1251.7
8149.9,47.32,0.03,395,9063.01,1588.9,8.4287,1397.73
8088.02,42.09,0.02,329,8328.41,1350.24,9.3538,1127.56
8089.76,42.09,0.02,332,8321.17,1358.72,9.347,1121.39
8137.96,45.33,0.03,369,8786.22,1506.16,8.6561,1316.26
8070.73,44.29,0.02,363,8731.25,1481.57,9.208,1243.42
8141.26,47.29,0.03,392,9061.8,1583.54,8.4112,1406.71
8142.57,47.45,0.03,392,9067.76,1582.65,8.4243,1394.28
8064.96,44.26,0.02,364,8725.54,1489.85,9.2002,1245.52
8075.34,41.91,0.02,333,8359.94,1362.54,9.3249,1121.42
8143.41,47.43,0.03,393,9066.11,1591.5,8.4273,1401.62
8146.59,47.2,0.03,392,9070.14,1581.13,8.4131,1405.41
8092.17,42.01,0.02,330,8324.5,1349.0,9.3514,1114.54
8089.99,41.92,0.02,332,8328.64,1354.84,9.3281,1118.53
8140.36,45.3,0.03,369,8788.46,1502.48,8.6629,1308.29
8090.47,41.8,0.02,331,8327.26,1344.89,9.3428,1124.25
8076.39,44.43,0.02,363,8731.22,1479.27,9.1885,1250.08
7882.65,36.83,0.02,308,8013.99,1260.9,10.9239,1049.03
8136.13,45.21,0.03,371,8788.46,1503.55,8.6247,1300.26
8093.93,41.89,0.02,330,8337.35,1349.55,9.3136,1126.6
8073.23,41.97,0.02,333,8352.04,1364.68,9.2816,1125.49
8147.81,47.33,0.03,392,9065.27,1582.7,8.4036,1400.36
8141.89,45.34,0.03,369,8793.26,1496.47,8.6618,1307.58
8072.54,41.87,0.02,334,8356.39,1366.77,9.327,1124.15
8142.36,47.41,0.03,394,9066.06,1591.63,8.4119,1405.43
8073.82,41.96,0.02,333,8350.6,1362.72,9.2871,1127.13
8144.03,47.42,0.03,391,9063.47,1587.15,8.4156,1402.98
8131.67,45.3,0.03,370,8785.68,1506.28,8.6464,1305.53
8137.53,45.43,0.03,368,8778.55,1496.53,8.6018,1303.62
8089.73,42.09,0.02,330,8329.12,1353.25,9.3796,1117.7
8134.28,45.58,0.03,368,8780.65,1498.57,8.6457,1307.66
8135.73,45.45,0.03,369,8789.04,1499.37,8.6295,1307.53
8065.6,44.27,0.02,365,8735.32,1477.91,9.2214,1252.39
8144.41,47.4,0.03,394,9067.86,1582.52,8.3989,1405.75
8076.3,41.93,0.02,335,8356.79,1357.5,9.3221,1136.47
8071.51,41.87,0.02,335,8365.93,1362.66,9.3302,1132.92
8090.07,42.12,0.02,331,8334.24,1351.68,9.3201,1130.12
8064.4,44.24,0.02,365,8734.11,1478.32,9.2112,1246.35
8087.76,42.05,0.02,331,8319.82,1353.64,9.358,1123.6
8071.27,44.23,0.02,365,8737.17,1481.94,9.2224,1252.13
8072.8,41.94,0.02,334,8354.68,1366.27,9.3207,1127.24
8089.13,42.21,0.02,330,8333.33,1352.67,9.3685,1130.37
8134.76,45.54,0.03,368,8783.44,1494.02,8.6843,1301.63
8070.22,44.28,0.02,366,8728.84,1482.73,9.2378,1251.6
8069.9,44.35,0.02,364,8729.45,1484.62,9.2327,1248.41
8062.89,44.35,0.02,363,8732.42,1477.43,9.2162,1243.94
8063.84,44.3,0.02,366,8736.65,1495.02,9.2191,1243.31
8131.95,45.37,0.03,370,8777.69,1503.55,8.6878,1307.96
8132.9,45.48,0.03,369,8785.72,1498.68,8.6554,1307.18
7875.53,36.85,0.02,306,8009.9,1262.64,10.8423,1048.27
8140.23,47.71,0.03,394,9061.27,1594.98,8.4502,1397.49
8142.44,47.46,0.03,393,9055.26,1588.41,8.4711,1407.1
8089.35,42.05,0.02,330,8325.72,1352.35,9.3876,1126.89
8094.89,42.06,0.02,330,8330.26,1356.18,9.3427,1127.58
8137.0,47.48,0.03,391,9058.13,1596.66,8.4194,1402.91
8070.23,41.92,0.02,335,8357.87,1361.61,9.3202,1130.86
8145.5,47.47,0.03,393,9056.59,1584.07,8.4408,1410.27
8088.44,42.07,0.02,331,8329.42,1355.35,9.3762,1130.9
8141.53,47.6,0.03,394,9060.71,1594.37,8.4751,1407.9
8086.99,42.07,0.02,329,8322.12,1353.68,9.3573,1124.71
8087.99,41.9,0.02,329,8319.56,1353.47,9.3551,1130.09
8064.46,44.32,0.02,367,8722.99,1486.16,9.2353,1253.71
8069.25,41.79,0.02,334,8365.41,1366.04,9.3161,1139.02
8135.61,45.56,0.03,370,8778.0,1499.4,8.6541,1315.45
8091.13,41.98,0.02,331,8332.71,1355.7,9.3645,1118.86
8065.79,44.54,0.02,366,8728.49,1479.83,9.2574,1248.29
8137.78,47.51,0.03,392,9066.45,1586.84,8.4747,1403.8
8093.68,42.05,0.02,330,8326.91,1353.47,9.3763,1126.3
8086.19,42.03,0.02,331,8330.37,1358.66,9.3525,1126.83
8133.1,45.55,0.03,371,8781.94,1501.5,8.6776,1306.44
8084.5,42.27,0.02,332,8328.04,1348.94,9.351,1131.54
8088.94,42.0,0.02,333,8327.13,1357.14,9.3778,1125.55
8137.03,47.66,0.03,393,9061.17,1596.13,8.4255,1407.08
8062.38,44.49,0.02,366,8730.65,1485.96,9.2419,1255.1
8127.96,45.59,0.03,369,8786.67,1495.03,8.6671,1319.17
7876.84,36.84,0.02,307,8016.72,1260.92,10.9022,1050.48
8084.58,42.17,0.02,329,8319.33,1354.05,9.3677,1126.56
8062.33,44.37,0.02,364,8725.52,1493.68,9.2256,1258.35
8063.2,44.63,0.03,366,8732.79,1486.49,9.2179,1255.52
8085.62,42.43,0.02,332,8322.96,1360.87,9.387,1126.05
8081.94,42.37,0.02,333,8327.12,1359.55,9.366,1128.18
8067.03,41.9,0.02,335,8349.59,1364.06,9.3262,1131.98
8083.97,42.2,0.02,331,8322.79,1362.07,9.3887,1133.02
8085.3,42.29,0.02,332,8324.07,1354.78,9.3571,1125.34
8062.02,41.91,0.02,334,8348.53,1365.61,9.3667,1133.81
7871.67,36.73,0.02,307,8020.77,1261.43,10.9449,1058.74
7877.37,36.83,0.02,309,8010.48,1264.44,10.9337,1055.72
8080.18,42.33,0.02,331,8322.48,1360.47,9.3697,1132.63
8060.91,44.55,0.02,366,8725.0,1487.02,9.2458,1254.73
7877.05,36.76,0.02,308,8008.06,1267.83,10.9317,1052.71
7872.29,36.96,0.02,308,8008.01,1264.06,10.9255,1051.73
7875.41,37.04,0.02,307,8009.37,1263.15,10.9241,1056.86
8078.09,42.2,0.02,331,8320.09,1358.61,9.4062,1130.63
8131.66,47.73,0.03,393,9052.28,1598.69,8.4632,1416.67
8130.6,45.76,0.03,369,8783.26,1503.15,8.6639,1313.01
8133.27,47.67,0.03,393,9050.72,1595.0,8.44,1419.92
8129.69,45.84,0.03,370,8780.79,1501.53,8.6671,1319.2
8087.25,42.36,0.02,332,8321.68,1364.21,9.4116,1126.22
8125.71,45.67,0.03,370,8778.69,1504.17,8.6952,1317.89
8124.49,45.75,0.03,370,8784.71,1507.81,8.66,1313.07
8064.46,42.07,0.02,335,8348.58,1373.55,9.3896,1133.81
8079.69,42.24,0.02,332,8318.11,1361.99,9.421,1129.59
8131.07,47.79,0.03,396,9051.19,1595.4,8.4445,1417.66
8073.18,42.38,0.02,331,8320.33,1353.17,9.4194,1131.11
8061.66,42.19,0.02,337,8349.08,1368.42,9.3789,1133.6
8130.08,45.76,0.03,370,8775.65,1506.03,8.7162,1315.14
8129.2,47.92,0.03,396,9049.42,1593.39,8.449,1425.38
8121.81,45.73,0.03,370,8780.19,1508.87,8.7245,1321.36
8122.19,45.92,0.03,372,8774.54,1499.9,8.6784,1322.71
8126.28,45.74,0.03,371,8776.58,1505.44,8.7177,1319.62
8130.56,47.95,0.03,393,9048.45,1592.57,8.4768,1418.3
7873.7,37.31,0.02,308,8008.65,1258.19,10.9719,1061.21
7868.63,37.01,0.02,310,8017.52,1268.18,10.9426,1058.4
8054.0,44.8,0.03,366,8718.8,1491.92,9.305,1263.79
8073.27,42.68,0.02,333,8316.34,1360.71,9.4399,1138.24
8073.22,42.61,0.02,333,8309.99,1363.61,9.395,1138.96
8074.64,42.62,0.02,332,8312.72,1357.81,9.4452,1137.2
8075.26,42.58,0.02,333,8316.35,1362.66,9.4331,1136.23
8056.01,42.18,0.02,335,8343.9,1376.74,9.409,1143.78
8054.71,44.76,0.03,367,8713.05,1490.34,9.31,1263.69
8053.06,44.92,0.03,368,8726.0,1496.02,9.3351,1274.67
8113.89,45.93,0.03,372,8760.69,1509.77,8.7273,1331.24
8072.92,42.62,0.02,332,8313.61,1360.46,9.4486,1137.72
8050.08,45.13,0.03,368,8720.27,1491.32,9.2845,1268.37
8040.73,44.94,0.03,368,8719.41,1499.89,9.2764,1271.17
8072.36,42.65,0.02,332,8311.44,1366.91,9.4409,1142.73
8048.33,44.97,0.03,369,8711.43,1489.94,9.3159,1270.87
8048.14,44.99,0.03,366,8715.2,1494.55,9.3176,1266.89
8111.55,46.03,0.03,372,8762.64,1509.11,8.7469,1337.3
8119.73,47.4,0.03,392,9040.41,1591.27,8.4071,1407.6
8049.2,44.57,0.02,366,8712.31,1483.42,9.2489,1245.77
8071.55,41.97,0.02,330,8305.03,1359.38,9.3597,1126.86
8124.29,47.43,0.03,393,9043.33,1594.07,8.4074,1404.62
8045.55,44.52,0.02,364,8707.53,1487.1,9.2449,1251.68
7860.34,36.48,0.02,307,7999.94,1257.47,10.9064,1048.61
8044.2,44.43,0.03,365,8713.1,1492.24,9.2171,1252.34
8123.99,47.54,0.03,393,9044.13,1589.99,8.4448,1410.42
8045.54,44.3,0.02,367,8708.7,1481.44,9.242,1251.89
7863.2,36.72,0.02,306,7995.78,1264.6,10.8909,1042.98
8109.35,45.44,0.03,370,8756.52,1497.94,8.6397,1309.74
8066.26,42.13,0.02,331,8310.93,1353.13,9.3957,1125.32
8064.51,42.1,0.02,329,8305.72,1361.9,9.4149,1129.24
8050.74,41.81,0.02,333,8334.34,1362.28,9.3179,1133.19
8106.68,45.52,0.03,369,8759.29,1500.66,8.6776,1308.39
7860.94,36.52,0.02,308,7994.33,1265.13,10.8921,1049.89
8065.78,42.09,0.02,331,8305.36,1351.11,9.3687,1120.98
8068.92,42.28,0.02,331,8303.7,1352.41,9.345,1131.19
8117.73,47.47,0.03,392,9038.55,1589.87,8.4546,1412.96
7866.35,36.76,0.02,308,7998.73,1257.98,10.9062,1052.43
8068.12,42.09,0.02,331,8307.83,1357.91,9.3929,1127.54
8072.05,42.11,0.02,331,8304.79,1350.37,9.3773,1129.24
8114.29,45.4,0.03,370,8756.17,1499.01,8.6407,1305.83
8070.91,42.19,0.02,331,8298.5,1354.27,9.3644,1123.43
8119.27,45.37,0.03,369,8763.28,1502.15,8.6695,1307.99
8117.46,45.43,0.03,369,8765.89,1496.8,8.6741,1303.82
8069.9,42.01,0.02,330,8303.58,1353.04,9.3814,1123.16
8041.14,44.4,0.02,365,8710.38,1488.31,9.2036,1255.98
8047.02,44.45,0.02,366,8708.05,1487.38,9.2177,1249.16
8053.04,42.11,0.02,334,8343.53,1366.44,9.3234,1126.29
8048.36,41.79,0.02,333,8337.25,1366.45,9.3036,1131.19
7861.25,36.72,0.02,307,8002.47,1262.77,10.8717,1044.38
7862.15,36.84,0.02,308,8008.07,1266.4,10.908,1050.62
8055.33,44.36,0.02,365,8710.0,1486.19,9.2342,1262.46
8070.23,42.23,0.02,330,8304.02,1358.15,9.3834,1131.28
8070.97,42.18,0.02,331,8310.09,1351.26,9.4015,1122.52
8049.71,44.4,0.02,367,8715.37,1490.36,9.2494,1250.39
8122.75,47.64,0.03,390,9041.36,1591.0,8.4186,1402.25
8052.61,44.67,0.02,366,8715.95,1489.82,9.2346,1248.71
8042.99,44.28,0.02,363,8705.64,1481.42,9.2573,1256.91
8053.17,42.02,0.02,336,8336.26,1366.71,9.3445,1132.04
8043.7,44.36,0.02,364,8706.12,1487.31,9.2057,1257.19
8048.64,44.51,0.02,365,8711.23,1482.32,9.2272,1259.74
8069.44,42.1,0.02,330,8304.25,1352.4,9.4052,1131.81
8048.49,44.4,0.02,364,8715.97,1477.87,9.2404,1253.63
8054.86,41.91,0.02,333,8335.52,1361.53,9.2959,1126.55
7861.39,36.69,0.02,307,8006.75,1259.33,10.922,1050.28
8050.99,41.85,0.02,334,8335.09,1365.43,9.3,1131.7
8114.11,45.39,0.03,370,8760.99,1498.91,8.6864,1316.23
8117.33,47.66,0.03,394,9048.39,1589.86,8.451,1411.62
8065.14,42.09,0.02,331,8304.88,1347.27,9.4207,1131.2
8066.21,42.02,0.02,332,8299.42,1347.09,9.4005,1120.06
8052.12,41.82,0.02,333,8341.59,1367.08,9.3384,1132.91
8121.79,47.51,0.03,394,9042.68,1589.54,8.443,1409.93
7861.87,36.8,0.02,307,8002.21,1260.13,10.8844,1041.81
8114.4,45.42,0.03,369,8760.99,1499.38,8.6526,1312.1
8044.7,44.5,0.02,366,8715.86,1484.02,9.2068,1253.35
8117.2,45.51,0.03,369,8769.96,1499.35,8.6773,1313.7
8054.75,42.08,0.02,334,8340.25,1368.85,9.3243,1127.14
8118.25,47.44,0.03,393,9046.16,1590.66,8.4207,1401.95
8067.35,42.21,0.02,330,8309.76,1355.3,9.3932,1122.1
