sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_17,sensor_18,sensor_20,sensor_21
449.44,555.91,1371.57,1135.28,5.48,8.0,194.6,2223.0,8346.96,1.02,42.13,182.69,335,2223,14.58,8.8545
449.44,556.37,1367.32,1139.84,5.48,8.0,193.92,2223.01,8358.63,1.02,42.09,182.89,335,2223,14.64,8.7683
445.0,549.22,1355.35,1130.67,3.91,5.72,139.42,2211.89,8324.22,1.02,42.37,130.13,333,2212,10.6,6.2537
489.05,605.15,1503.34,1319.45,10.52,15.49,393.68,2318.99,8782.74,1.26,45.75,370.59,369,2319,28.5,16.9419
518.67,643.39,1590.48,1417.64,14.62,21.61,552.66,2388.2,9066.15,1.3,47.82,520.99,393,2388,38.89,23.3006
518.67,642.95,1599.45,1416.99,14.62,21.61,552.73,2388.13,9061.62,1.3,47.5,521.02,393,2388,38.64,23.2798
462.54,536.79,1266.83,1049.51,7.05,9.03,175.34,1915.31,8013.93,0.94,36.94,164.44,308,1915,14.13,8.5009
462.54,536.97,1267.21,1053.5,7.05,9.03,174.99,1915.35,8013.47,0.94,36.93,165.05,308,1915,14.0,8.4802
518.67,643.45,1594.36,1413.03,14.62,21.61,553.09,2388.17,9069.9,1.3,47.78,520.96,393,2388,38.82,23.2655
489.05,605.08,1509.22,1319.87,10.52,15.5,393.85,2319.05,8780.07,1.26,45.7,371.53,370,2319,28.37,16.9861
518.67,643.25,1593.65,1412.78,14.62,21.61,552.64,2388.1,9062.5,1.3,47.57,520.73,396,2388,38.68,23.18
445.0,549.7,1361.54,1131.21,3.91,5.72,139.16,2211.96,8326.62,1.02,42.28,130.43,332,2212,10.72,6.3817
462.54,537.22,1268.7,1051.75,7.05,9.03,174.72,1915.42,8010.15,0.94,37.04,164.75,309,1915,14.38,8.3931
445.0,549.88,1355.8,1133.41,3.91,5.72,138.43,2211.89,8331.83,1.02,42.25,130.73,332,2212,10.53,6.4098
449.44,556.16,1378.38,1137.08,5.48,8.0,194.23,2223.04,8352.84,1.02,42.23,182.64,332,2223,14.75,8.8405
449.44,556.08,1376.87,1138.27,5.48,8.0,194.23,2223.02,8354.71,1.02,42.39,182.66,334,2223,14.84,8.7949
518.67,643.27,1600.57,1423.15,14.62,21.61,552.0,2388.11,9063.83,1.3,47.76,520.38,394,2388,38.89,23.1786
489.05,605.25,1506.81,1316.82,10.52,15.5,393.67,2319.06,8788.6,1.26,45.86,371.1,371,2319,28.41,16.989
462.54,537.03,1262.08,1057.66,7.05,9.03,175.38,1915.41,8010.9,0.94,36.99,164.16,309,1915,14.19,8.5058
489.05,605.1,1509.64,1317.91,10.52,15.5,393.32,2319.05,8787.08,1.26,45.68,371.4,371,2319,28.42,17.0581
491.19,608.21,1482.73,1251.34,9.35,13.66,334.08,2324.09,8730.36,1.07,44.59,314.1,368,2324,24.55,14.523
518.67,642.53,1589.73,1422.87,14.62,21.61,552.53,2388.18,9062.39,1.3,48.02,520.43,393,2388,38.72,23.1466
518.67,642.92,1595.23,1420.88,14.62,21.61,552.22,2388.18,9058.14,1.3,47.81,520.37,393,2388,38.71,23.2045
445.0,550.67,1364.43,1132.14,3.91,5.72,138.69,2211.93,8326.17,1.02,42.26,130.59,332,2212,10.45,6.2312
462.54,536.95,1270.93,1060.47,7.05,9.03,174.7,1915.37,8018.34,0.94,36.89,163.63,308,1915,14.17,8.4691
489.05,605.36,1505.05,1325.48,10.52,15.5,393.59,2319.08,8780.1,1.26,45.69,370.98,370,2319,28.4,17.0628
445.0,549.45,1364.95,1132.85,3.91,5.72,138.66,2211.97,8330.81,1.02,42.34,130.58,331,2212,10.43,6.429
462.54,536.91,1268.38,1047.77,7.05,9.03,174.8,1915.44,8015.32,0.94,36.91,164.61,308,1915,14.34,8.6157
445.0,550.51,1355.29,1135.25,3.91,5.72,138.24,2211.98,8333.09,1.02,42.5,130.7,333,2212,10.44,6.3144
449.44,556.09,1364.64,1136.87,5.48,8.0,194.39,2223.0,8365.53,1.02,42.4,182.99,335,2223,14.76,8.9392
445.0,549.76,1354.86,1134.92,3.91,5.72,138.01,2212.0,8334.16,1.02,42.29,129.59,332,2212,10.51,6.2489
462.54,537.61,1271.71,1057.82,7.05,9.03,174.96,1915.49,8026.22,0.94,37.17,164.72,310,1915,14.29,8.5189
518.67,643.44,1593.71,1418.05,14.62,21.61,552.08,2388.21,9070.29,1.3,48.04,520.52,395,2388,38.57,23.0831
449.44,555.63,1371.65,1139.95,5.48,8.0,193.83,2223.07,8357.65,1.02,42.35,183.28,335,2223,14.85,8.8833
445.0,550.14,1357.63,1133.67,3.91,5.71,138.6,2211.97,8330.33,1.02,42.46,130.44,331,2212,10.6,6.4364
449.44,556.45,1364.5,1130.23,5.48,8.0,194.06,2223.07,8367.06,1.02,42.08,182.48,335,2223,14.91,8.9614
489.05,605.72,1500.34,1326.29,10.52,15.5,392.55,2319.12,8798.78,1.26,45.81,371.4,371,2319,28.33,16.9744
462.54,536.72,1267.88,1054.65,7.05,9.03,175.67,1915.46,8022.52,0.94,37.11,164.55,308,1915,14.13,8.4397
489.05,605.92,1509.99,1318.48,10.52,15.5,393.41,2319.02,8790.77,1.26,45.93,370.22,371,2319,28.5,17.0128
462.54,537.33,1263.89,1057.96,7.05,9.03,175.18,1915.47,8016.85,0.94,37.15,164.05,308,1915,14.15,8.405
445.0,550.27,1365.35,1139.09,3.91,5.72,138.35,2211.97,8330.36,1.02,42.46,129.9,333,2212,10.46,6.3797
445.0,550.18,1362.64,1136.18,3.91,5.72,138.08,2211.95,8338.05,1.02,42.37,130.11,332,2212,10.42,6.2426
491.19,607.94,1494.91,1264.41,9.35,13.66,334.34,2324.14,8743.48,1.07,44.68,314.34,368,2324,24.49,14.6324
462.54,537.3,1269.08,1059.95,7.05,9.03,175.56,1915.5,8024.27,0.94,37.32,164.36,309,1915,14.24,8.458
445.0,550.7,1363.38,1145.23,3.91,5.72,138.29,2212.05,8333.57,1.02,42.6,130.31,333,2212,10.59,6.2102
462.54,536.7,1270.33,1064.39,7.05,9.03,175.48,1915.46,8016.57,0.94,37.08,164.2,310,1915,14.08,8.4683
491.19,607.52,1493.22,1260.82,9.35,13.66,333.22,2324.13,8742.13,1.08,44.73,314.62,367,2324,24.21,14.6111
449.44,556.26,1375.56,1141.73,5.48,8.0,194.13,2223.18,8364.49,1.02,42.38,182.57,337,2223,14.69,8.8246
518.67,643.0,1594.07,1421.13,14.62,21.61,552.78,2388.17,9074.7,1.3,47.86,520.18,397,2388,38.63,23.142
445.0,550.18,1359.82,1143.86,3.91,5.72,138.57,2212.05,8338.96,1.02,42.57,130.6,334,2212,10.55,6.3364
462.54,537.27,1271.58,1060.48,7.05,9.03,175.06,1915.56,8033.23,0.94,37.12,163.86,309,1915,13.98,8.5226
445.0,550.12,1359.62,1141.86,3.91,5.72,139.09,2212.07,8344.76,1.02,42.38,131.05,333,2212,10.6,6.2718
518.67,643.3,1599.93,1423.26,14.62,21.61,552.52,2388.16,9072.69,1.3,47.92,520.33,396,2388,38.54,23.1488
489.05,605.43,1506.43,1329.3,10.52,15.5,393.42,2319.11,8799.98,1.26,46.01,370.73,372,2319,28.42,16.9773
518.67,644.13,1589.37,1420.92,14.62,21.61,551.99,2388.17,9073.99,1.3,47.82,520.67,395,2388,38.59,23.0802
518.67,643.48,1596.94,1427.57,14.62,21.61,551.87,2388.23,9069.79,1.3,48.16,520.26,396,2388,38.49,23.0964
445.0,550.1,1366.29,1140.42,3.91,5.72,138.68,2212.1,8346.06,1.02,42.5,130.67,334,2212,10.5,6.3352
518.67,643.68,1602.83,1427.13,14.62,21.61,552.19,2388.24,9078.97,1.3,48.03,519.74,394,2388,38.62,23.208
445.0,550.09,1362.3,1139.52,3.91,5.71,138.84,2212.01,8345.55,1.02,42.54,129.69,333,2212,10.65,6.4264
518.67,643.47,1597.15,1426.94,14.62,21.61,551.95,2388.24,9081.48,1.3,47.97,519.5,395,2388,38.41,23.1789
491.19,608.68,1495.26,1268.34,9.35,13.66,333.72,2324.19,8750.31,1.07,44.99,313.66,366,2324,24.3,14.6538
491.19,607.95,1492.02,1267.38,9.35,13.66,332.42,2324.2,8741.4,1.07,44.85,313.98,369,2324,24.31,14.5213
445.0,550.17,1363.2,1138.82,3.91,5.72,138.0,2212.04,8338.99,1.02,42.71,130.27,333,2212,10.69,6.2992
445.0,550.42,1364.43,1143.92,3.91,5.72,137.65,2212.15,8347.87,1.02,42.56,130.47,333,2212,10.39,6.2662
445.0,550.46,1364.68,1138.16,3.91,5.72,138.18,2212.18,8351.06,1.02,42.68,129.86,333,2212,10.5,6.3116
518.67,643.66,1603.69,1419.64,14.62,21.61,551.98,2388.2,9082.32,1.3,48.11,519.27,397,2388,38.3,23.1073
462.54,537.49,1270.49,1059.04,7.05,9.03,175.5,1915.62,8022.95,0.94,37.31,164.12,309,1915,14.04,8.5521
489.05,606.06,1511.47,1329.81,10.52,15.5,392.68,2319.14,8813.72,1.26,46.09,370.82,376,2319,28.32,17.0761
489.05,605.9,1512.55,1323.44,10.52,15.5,393.54,2319.21,8806.39,1.26,46.04,370.64,374,2319,28.32,17.059
445.0,550.37,1367.15,1143.2,3.91,5.72,138.46,2212.24,8352.32,1.02,42.46,130.22,333,2212,10.5,6.4109
491.19,607.91,1497.24,1268.2,9.35,13.66,333.15,2324.27,8746.67,1.07,44.82,313.83,368,2324,24.17,14.5085
449.44,556.46,1374.76,1149.19,5.48,8.0,192.88,2223.3,8370.69,1.02,42.41,182.68,337,2223,14.72,8.7766
462.54,537.76,1270.12,1065.23,7.05,9.03,176.07,1915.64,8032.2,0.94,37.17,164.03,308,1915,14.24,8.5156
449.44,556.47,1375.18,1140.76,5.48,8.0,193.43,2223.4,8375.21,1.02,42.52,182.43,338,2223,14.76,8.8359
491.19,608.39,1494.23,1279.75,9.35,13.66,333.02,2324.33,8756.95,1.08,45.07,313.45,370,2324,24.31,14.5619
462.54,536.96,1262.39,1048.52,7.05,9.02,175.77,1915.16,8011.72,0.94,36.84,164.74,309,1915,14.35,8.5763
491.19,607.73,1485.33,1254.82,9.35,13.66,334.47,2323.99,8722.43,1.08,44.43,315.2,365,2324,24.55,14.6726
445.0,549.32,1352.55,1132.71,3.91,5.71,138.37,2211.69,8312.78,1.02,42.18,130.31,331,2212,10.59,6.4217
445.0,549.48,1354.19,1130.1,3.91,5.71,137.74,2211.72,8319.54,1.02,42.29,130.37,331,2212,10.52,6.402
518.67,642.74,1588.67,1410.69,14.62,21.61,554.12,2388.1,9046.25,1.3,47.49,521.53,394,2388,38.71,23.2686
489.05,605.09,1500.25,1316.82,10.52,15.5,394.28,2318.97,8765.37,1.26,45.58,371.62,370,2319,28.59,17.1543
491.19,607.01,1487.06,1250.58,9.35,13.66,334.3,2324.01,8710.71,1.08,44.38,315.39,365,2324,24.6,14.6383
491.19,607.37,1485.64,1250.03,9.35,13.65,335.11,2324.0,8716.99,1.08,44.37,315.14,364,2324,24.34,14.67
489.05,605.07,1502.99,1304.68,10.52,15.5,394.11,2318.96,8767.37,1.26,45.44,371.02,369,2319,28.68,17.1795
445.0,549.65,1344.75,1125.89,3.91,5.71,137.89,2211.7,8319.19,1.02,42.34,130.37,330,2212,10.58,6.3192
445.0,549.76,1351.67,1127.17,3.91,5.72,138.45,2211.79,8312.65,1.02,42.03,129.98,332,2212,10.5,6.259
449.44,555.47,1370.23,1133.12,5.48,8.0,194.99,2222.87,8349.24,1.02,41.89,182.95,333,2223,14.76,8.8193
445.0,549.58,1355.52,1129.48,3.91,5.71,138.61,2211.74,8318.51,1.02,42.2,130.72,331,2212,10.64,6.3248
462.54,537.03,1262.81,1055.02,7.05,9.02,174.94,1915.22,8012.77,0.94,36.64,164.75,308,1915,14.22,8.6129
445.0,549.22,1352.6,1121.06,3.91,5.71,138.36,2211.82,8321.09,1.02,41.97,130.46,331,2212,10.72,6.3174
518.67,642.94,1594.25,1406.56,14.62,21.61,553.95,2388.08,9057.1,1.3,47.44,521.48,392,2388,38.83,23.396
491.19,608.0,1489.6,1248.69,9.35,13.66,334.24,2324.0,8722.16,1.07,44.38,315.1,365,2324,24.56,14.7204
462.54,536.95,1258.87,1048.66,7.05,9.02,176.2,1915.23,8005.89,0.94,36.61,164.79,308,1915,14.44,8.5867
449.44,555.46,1364.97,1135.85,5.48,8.0,194.59,2222.82,8336.93,1.02,41.94,183.25,335,2223,14.9,8.8959
445.0,549.07,1351.74,1121.13,3.91,5.71,139.27,2211.7,8314.52,1.02,42.26,130.41,330,2212,10.57,6.3798
489.05,604.92,1500.1,1309.74,10.52,15.49,394.61,2318.94,8773.58,1.26,45.38,371.18,372,2319,28.55,17.0483
489.05,604.43,1504.87,1309.85,10.52,15.49,394.09,2318.95,8767.5,1.26,45.38,371.36,369,2319,28.42,17.1104
445.0,549.53,1353.4,1129.92,3.91,5.72,138.6,2211.8,8317.1,1.02,42.22,130.41,330,2212,10.61,6.3266
491.19,607.39,1486.37,1254.06,9.35,13.66,334.48,2323.96,8708.44,1.08,44.38,314.48,365,2324,24.44,14.7294
445.0,549.84,1345.59,1125.3,3.91,5.72,138.38,2211.75,8312.95,1.02,42.1,130.69,331,2212,10.44,6.3822
445.0,549.43,1350.22,1133.91,3.91,5.71,138.36,2211.69,8317.79,1.02,42.04,130.37,330,2212,10.5,6.3289
449.44,556.07,1364.01,1130.7,5.48,8.0,194.28,2222.88,8344.76,1.02,42.0,183.22,334,2223,14.82,8.8863
445.0,549.67,1356.83,1120.96,3.91,5.71,138.94,2211.71,8317.71,1.02,42.25,130.57,330,2212,10.53,6.2585
445.0,549.49,1361.22,1125.84,3.91,5.72,138.73,2211.81,8323.42,1.02,42.26,130.21,331,2212,10.54,6.311
518.67,642.9,1595.6,1405.27,14.62,21.61,553.12,2388.17,9051.55,1.3,47.43,520.99,391,2388,38.95,23.3192
462.54,537.03,1262.7,1055.72,7.05,9.03,174.98,1915.22,8007.19,0.94,36.77,164.68,308,1915,14.21,8.5547
518.67,642.78,1592.81,1405.38,14.62,21.61,553.75,2388.15,9050.22,1.3,47.56,521.59,392,2388,38.65,23.1493
445.0,549.9,1356.68,1120.84,3.91,5.71,138.28,2211.78,8320.29,1.02,42.3,130.92,331,2212,10.69,6.4016
462.54,537.0,1270.88,1047.21,7.05,9.03,175.53,1915.25,8008.69,0.94,36.74,164.64,309,1915,14.21,8.5501
449.44,556.05,1367.04,1132.74,5.48,8.0,194.18,2222.81,8342.0,1.02,41.98,182.73,334,2223,14.79,8.8864
445.0,549.81,1354.03,1130.0,3.91,5.72,139.27,2211.73,8311.68,1.02,42.14,130.29,330,2212,10.59,6.3126
518.67,642.94,1588.49,1405.26,14.62,21.61,553.25,2388.11,9047.3,1.3,47.68,521.71,392,2388,38.91,23.3103
445.0,549.7,1356.44,1124.06,3.91,5.71,138.34,2211.76,8317.71,1.02,42.12,130.3,330,2212,10.48,6.2627
445.0,549.86,1353.12,1128.06,3.91,5.71,138.4,2211.73,8312.52,1.02,42.04,130.38,330,2212,10.46,6.3007
518.67,642.33,1589.12,1411.21,14.62,21.61,554.0,2388.08,9052.78,1.3,47.69,521.47,393,2388,38.73,23.3304
518.67,642.91,1593.06,1410.01,14.62,21.61,553.21,2388.11,9051.2,1.3,47.58,521.72,392,2388,38.78,23.3641
445.0,549.93,1357.64,1123.74,3.91,5.72,138.73,2211.78,8315.42,1.02,42.14,130.56,330,2212,10.75,6.3091
462.54,536.99,1260.59,1052.08,7.05,9.03,175.65,1915.25,8006.75,0.94,36.91,164.55,308,1915,14.29,8.6148
518.67,642.64,1589.27,1411.29,14.62,21.61,553.16,2388.14,9049.52,1.3,47.7,521.51,393,2388,38.75,23.3598
462.54,536.58,1265.66,1052.59,7.05,9.03,175.26,1915.23,8007.6,0.94,36.83,164.19,308,1915,14.19,8.516
445.0,549.61,1351.03,1130.79,3.91,5.71,138.86,2211.75,8314.07,1.02,42.15,130.56,330,2212,10.54,6.3458
491.19,607.1,1481.28,1254.5,9.35,13.66,334.82,2323.91,8714.78,1.07,44.47,314.91,365,2324,24.39,14.7393
445.0,549.66,1357.35,1127.95,3.91,5.72,138.66,2211.73,8310.71,1.02,42.08,130.77,330,2212,10.5,6.3919
491.19,607.63,1487.67,1253.85,9.35,13.66,334.36,2323.9,8721.43,1.08,44.42,315.35,365,2324,24.42,14.6291
449.44,555.59,1375.89,1137.23,5.48,8.0,195.03,2222.83,8341.33,1.02,41.93,183.01,333,2223,14.82,8.8208
489.05,604.79,1500.82,1314.02,10.52,15.49,394.55,2318.95,8773.83,1.26,45.44,371.85,370,2319,28.51,17.1586
489.05,604.6,1500.53,1314.24,10.52,15.49,394.24,2318.92,8765.55,1.26,45.37,371.5,370,2319,28.53,17.1322
518.67,642.72,1594.53,1404.3,14.62,21.61,553.05,2388.16,9049.79,1.3,47.51,520.99,392,2388,38.78,23.2916
449.44,555.77,1367.13,1128.61,5.48,8.0,194.45,2222.85,8336.55,1.02,41.97,183.08,333,2223,14.93,8.9179
489.05,604.82,1505.79,1312.92,10.52,15.5,394.21,2318.94,8771.9,1.26,45.43,371.72,370,2319,28.59,17.1281
518.67,642.39,1592.64,1409.7,14.62,21.61,553.9,2388.15,9057.49,1.3,47.51,520.81,394,2388,38.79,23.3463
462.54,536.87,1261.68,1054.39,7.05,9.02,174.53,1915.27,8009.54,0.94,36.99,164.58,307,1915,14.35,8.5296
445.0,549.49,1354.38,1124.31,3.91,5.71,139.17,2211.71,8309.83,1.02,42.32,130.73,331,2212,10.68,6.4171
491.19,607.55,1484.7,1259.8,9.35,13.65,335.05,2323.94,8715.38,1.08,44.44,314.12,365,2324,24.58,14.7116
489.05,604.77,1500.36,1306.1,10.52,15.5,394.16,2319.0,8771.75,1.26,45.48,371.24,370,2319,28.63,17.2243
491.19,607.8,1491.19,1255.67,9.35,13.66,335.03,2323.97,8719.94,1.07,44.56,314.61,366,2324,24.29,14.6257
462.54,536.02,1263.55,1050.88,7.05,9.03,175.27,1915.23,8013.4,0.94,36.8,164.45,308,1915,14.18,8.4793
462.54,536.91,1254.82,1044.13,7.05,9.03,175.86,1915.2,8008.39,0.94,36.93,164.46,308,1915,14.33,8.4782
491.19,607.76,1486.58,1253.44,9.35,13.65,334.9,2323.94,8717.92,1.08,44.41,315.04,365,2324,24.48,14.6144
462.54,536.88,1263.12,1049.29,7.05,9.02,175.52,1915.25,8010.27,0.94,36.88,164.51,308,1915,14.34,8.4947
489.05,605.04,1496.82,1308.58,10.52,15.5,394.65,2318.97,8773.32,1.26,45.14,370.95,369,2319,28.57,17.1358
445.0,549.07,1352.2,1131.37,3.91,5.71,139.45,2211.76,8312.03,1.02,42.1,130.06,330,2212,10.52,6.3861
445.0,549.84,1350.34,1128.67,3.91,5.72,138.3,2211.74,8318.25,1.02,42.01,130.88,332,2212,10.72,6.3291
518.67,642.98,1592.18,1407.1,14.62,21.61,553.04,2388.09,9051.16,1.3,47.49,521.17,394,2388,38.71,23.2423
449.44,555.51,1370.99,1139.21,5.48,8.0,193.95,2222.8,8338.01,1.02,41.97,183.14,334,2223,14.89,8.8786
518.67,642.85,1586.22,1407.89,14.62,21.61,553.17,2388.16,9047.91,1.3,47.6,521.63,392,2388,38.78,23.2255
445.0,549.66,1349.16,1133.75,3.91,5.72,138.35,2211.67,8311.35,1.02,42.13,130.6,330,2212,10.65,6.3579
449.44,555.31,1365.58,1128.81,5.48,8.0,195.03,2222.78,8351.03,1.02,41.92,183.03,335,2223,14.98,8.8905
518.67,642.53,1590.47,1411.66,14.62,21.61,553.1,2388.1,9052.27,1.3,47.56,521.18,395,2388,38.79,23.3464
518.67,642.98,1583.17,1403.68,14.62,21.61,553.47,2388.1,9054.85,1.3,47.47,520.71,393,2388,38.75,23.2685
489.05,604.69,1502.77,1308.2,10.52,15.5,394.56,2318.97,8773.14,1.26,45.5,371.1,370,2319,28.54,17.1079
445.0,549.11,1351.57,1130.81,3.91,5.71,138.2,2211.75,8319.73,1.02,42.26,130.65,331,2212,10.5,6.3139
491.19,607.93,1491.25,1256.38,9.35,13.66,334.26,2323.98,8721.12,1.08,44.47,314.69,365,2324,24.42,14.6166
445.0,549.41,1347.7,1126.47,3.91,5.71,138.87,2211.81,8317.72,1.02,42.17,130.08,330,2212,10.55,6.371
449.44,555.61,1366.17,1131.2,5.48,8.0,194.56,2222.9,8347.36,1.02,41.86,183.06,336,2223,15.01,8.8268
445.0,549.75,1358.4,1123.17,3.91,5.72,139.05,2211.69,8308.97,1.02,42.31,130.27,330,2212,10.48,6.2398
445.0,549.51,1352.68,1126.67,3.91,5.72,138.38,2211.65,8312.16,1.02,42.26,130.66,331,2212,10.57,6.2967
462.54,536.58,1263.48,1052.09,7.05,9.03,175.98,1915.22,7999.22,0.94,36.56,164.36,308,1915,14.29,8.6568
449.44,555.93,1371.88,1128.61,5.48,8.0,194.36,2222.84,8339.48,1.02,42.18,182.74,333,2223,14.89,8.8636
491.19,607.43,1484.47,1252.33,9.35,13.66,334.56,2323.97,8716.26,1.07,44.46,314.47,365,2324,24.43,14.6217
518.67,642.78,1583.61,1408.06,14.62,21.61,553.74,2388.1,9050.47,1.3,47.54,521.39,394,2388,38.93,23.2272
518.67,642.73,1593.76,1411.54,14.62,21.61,554.03,2388.09,9046.67,1.3,47.6,521.0,391,2388,38.88,23.292
462.54,536.43,1264.53,1058.96,7.05,9.03,174.41,1915.2,8004.57,0.94,36.79,164.9,308,1915,14.2,8.5371
462.54,537.3,1262.85,1051.84,7.05,9.03,175.37,1915.26,8010.81,0.94,36.96,165.23,308,1915,13.97,8.4317
489.05,604.7,1500.42,1311.38,10.52,15.49,394.43,2318.97,8766.1,1.26,45.5,370.91,370,2319,28.69,17.1754
462.54,537.52,1263.01,1053.74,7.05,9.03,175.45,1915.26,8006.59,0.94,36.75,164.68,307,1915,14.24,8.6213
489.05,604.86,1504.5,1315.94,10.52,15.49,393.81,2318.96,8766.46,1.26,45.47,372.06,371,2319,28.32,17.0528
445.0,549.86,1347.57,1135.67,3.91,5.71,138.81,2211.67,8309.39,1.02,42.11,130.78,331,2212,10.51,6.3743
491.19,607.2,1481.06,1253.15,9.35,13.66,334.68,2323.99,8713.04,1.08,44.72,315.07,366,2324,24.46,14.6827
518.67,642.19,1590.89,1407.84,14.62,21.61,553.31,2388.06,9044.19,1.3,47.71,521.43,393,2388,38.93,23.3005
491.19,607.61,1490.45,1256.47,9.35,13.66,334.17,2323.97,8715.67,1.08,44.48,314.6,367,2324,24.34,14.7703
489.05,604.86,1503.12,1310.78,10.52,15.49,394.25,2318.96,8777.02,1.26,45.43,371.53,369,2319,28.25,17.174
518.67,642.8,1592.51,1407.41,14.62,21.61,553.96,2388.18,9050.75,1.3,47.56,521.28,395,2388,38.84,23.2608
445.0,549.69,1352.7,1127.67,3.91,5.71,139.03,2211.64,8316.81,1.02,42.13,130.49,332,2212,10.46,6.3024
445.0,549.58,1358.24,1123.13,3.91,5.71,138.49,2211.73,8312.73,1.02,42.22,130.21,331,2212,10.57,6.4536
518.67,642.93,1589.74,1411.04,14.62,21.61,552.62,2388.13,9047.59,1.3,47.59,521.65,392,2388,38.85,23.1246
445.0,549.73,1354.7,1127.43,3.91,5.71,138.91,2211.78,8320.27,1.02,42.26,130.3,330,2212,10.63,6.4053
491.19,607.74,1483.26,1253.46,9.35,13.66,335.11,2324.01,8721.02,1.07,44.5,314.54,365,2324,24.38,14.6268
489.05,604.46,1504.6,1305.76,10.52,15.5,394.77,2318.95,8763.33,1.26,45.49,371.82,369,2319,28.51,17.1386
462.54,536.91,1260.67,1054.81,7.05,9.02,175.09,1915.18,8004.52,0.94,36.93,164.73,308,1915,14.32,8.5335
445.0,548.79,1357.49,1133.08,3.91,5.72,138.57,2211.81,8314.93,1.02,42.42,130.41,329,2212,10.74,6.2305
491.19,607.5,1482.19,1256.14,9.35,13.66,333.95,2324.0,8717.61,1.08,44.59,314.71,364,2324,24.33,14.718
518.67,642.81,1587.92,1413.42,14.62,21.61,553.14,2388.14,9054.1,1.3,47.68,521.08,393,2388,38.85,23.354
518.67,642.64,1588.13,1406.55,14.62,21.61,553.2,2388.11,9047.88,1.3,47.48,521.61,395,2388,39.01,23.3942
445.0,549.52,1353.44,1125.43,3.91,5.72,138.98,2211.8,8318.81,1.02,42.06,130.35,333,2212,10.64,6.4673
489.05,605.04,1498.41,1309.4,10.52,15.49,394.18,2318.98,8772.23,1.26,45.51,371.28,369,2319,28.65,17.0517
518.67,642.6,1590.01,1408.76,14.62,21.61,553.29,2388.16,9049.35,1.3,47.63,521.06,394,2388,38.84,23.3309
445.0,549.37,1349.73,1133.25,3.91,5.72,139.07,2211.74,8320.03,1.02,42.29,129.94,332,2212,10.59,6.411
489.05,604.96,1497.94,1308.95,10.52,15.49,395.28,2318.99,8773.4,1.26,45.47,371.3,368,2319,28.56,17.0877
491.19,607.67,1483.43,1259.52,9.35,13.66,334.51,2323.97,8721.71,1.08,44.41,315.02,363,2324,24.47,14.581
462.54,536.46,1270.59,1047.68,7.05,9.03,175.88,1915.24,8007.7,0.94,36.9,164.43,308,1915,14.22,8.5732
489.05,604.5,1509.5,1314.9,10.52,15.5,394.51,2318.99,8778.04,1.26,45.65,371.22,369,2319,28.6,17.1788
445.0,549.97,1352.54,1127.75,3.91,5.72,138.16,2211.75,8315.01,1.02,42.03,130.6,331,2212,10.72,6.4605
445.0,549.3,1351.74,1128.76,3.91,5.72,138.49,2211.73,8310.87,1.02,42.28,130.26,331,2212,10.55,6.2974
449.44,555.99,1366.65,1131.8,5.48,8.0,194.41,2222.86,8347.96,1.02,42.13,182.98,335,2223,14.71,8.9257
449.44,555.83,1360.96,1136.73,5.48,8.0,194.68,2222.89,8348.88,1.02,42.3,182.34,335,2223,14.89,8.9107
449.44,555.63,1369.72,1129.74,5.48,8.0,194.59,2222.86,8341.56,1.02,42.17,183.22,333,2223,14.9,8.944
445.0,550.1,1356.88,1124.72,3.91,5.72,138.08,2211.78,8324.71,1.02,42.18,130.31,331,2212,10.6,6.2978
449.44,556.36,1365.56,1136.33,5.48,8.0,194.23,2222.87,8345.63,1.02,42.01,183.03,333,2223,14.65,8.8545
445.0,549.79,1353.68,1132.92,3.91,5.71,138.09,2211.75,8308.88,1.02,42.38,130.89,331,2212,10.56,6.3573
462.54,536.89,1257.66,1046.61,7.05,9.02,175.31,1915.22,8003.33,0.94,36.86,164.7,307,1915,14.42,8.3874
462.54,537.07,1260.91,1054.7,7.05,9.02,175.23,1915.31,8003.25,0.94,36.81,164.68,306,1915,14.45,8.6796
491.19,607.5,1489.69,1254.62,9.35,13.66,334.01,2324.02,8722.76,1.08,44.54,314.8,365,2324,24.24,14.6403
491.19,607.55,1485.41,1253.74,9.35,13.66,334.5,2323.93,8714.15,1.07,44.4,314.62,365,2324,24.58,14.5015
449.44,556.07,1369.44,1129.16,5.48,8.0,194.8,2222.84,8345.11,1.02,42.13,183.13,334,2223,14.88,8.9195
445.0,549.65,1357.28,1136.8,3.91,5.72,138.73,2211.69,8313.22,1.02,42.18,130.88,332,2212,10.64,6.2287
445.0,549.5,1353.62,1135.23,3.91,5.71,138.93,2211.71,8314.6,1.02,42.27,129.69,332,2212,10.48,6.3358
445.0,549.45,1354.66,1127.76,3.91,5.71,137.89,2211.74,8313.95,1.02,42.44,130.41,332,2212,10.67,6.3462
518.67,642.9,1597.91,1413.09,14.62,21.61,552.83,2388.13,9046.79,1.3,47.55,521.05,395,2388,38.83,23.2293
518.67,642.78,1593.16,1404.57,14.62,21.61,553.35,2388.15,9050.79,1.3,47.6,520.61,393,2388,38.75,23.1495
445.0,549.99,1354.62,1125.87,3.91,5.72,138.38,2211.71,8313.64,1.02,42.36,130.3,331,2212,10.53,6.2888
